Mes_referencia,Cargo,Estado_civil,Homens,Mulheres,Media_idade,Mais_velho,Mais_novo,Primeiro_contratado
2022-10,Anl Serv Rh Ii,Casado,1,0,37.0,37,37,2014-02-10
2022-11,Anl Serv Rh Ii,Uniao estavel,0,1,28.0,28,28,2015-10-19
2022-11,Anl Serv Rh Ii,Solteiro,0,1,29.0,29,29,2017-02-06
2022-11,Anl Serv Rh Ii,Casado,1,0,37.0,37,37,2014-02-10
2022-12,Anl Serv Rh Ii,Casado,1,0,37.0,37,37,2014-02-10
2022-12,Anl Serv Rh Ii,Uniao estavel,0,1,28.0,28,28,2015-10-19
2022-12,Anl Serv Rh Ii,Solteiro,0,1,29.0,29,29,2017-02-06
2022-2,Anl Serv Rh Ii,Solteiro,0,1,60.0,60,60,1986-11-10
2022-3,Anl Serv Rh Ii,Solteiro,0,1,60.0,60,60,1986-11-10
2022-4,Anl Serv Rh Ii,Solteiro,0,1,60.0,60,60,1986-11-10
2022-5,Anl Serv Rh Ii,Solteiro,0,1,60.0,60,60,1986-11-10
2022-6,Anl Serv Rh Ii,Divorciado,0,1,40.0,40,40,2017-03-03
2022-7,Anl Serv Rh Ii,Divorciado,0,1,40.0,40,40,2017-03-03
2022-8,Anl Serv Rh Ii,Divorciado,0,1,40.0,40,40,2017-03-03
2022-8,Anl Serv Rh Ii,Casado,1,1,38.0,38,37,2013-07-04
2022-9,Anl Serv Rh Ii,Divorciado,0,1,40.0,40,40,2017-03-03
2022-9,Anl Serv Rh Ii,Solteiro,0,1,29.0,29,29,2017-02-06
2022-9,Anl Serv Rh Ii,Casado,1,1,38.0,38,37,2013-07-04
2022-10,Anl Serv Rh Iii,Casado,0,1,38.0,38,38,2013-07-04
2022-11,Anl Serv Rh Iii,Casado,0,1,38.0,38,38,2013-07-04
2022-12,Anl Serv Rh Iii,Casado,0,1,38.0,38,38,2013-07-04
2022-8,Anl Serv Rh Iii,Casado,1,0,49.0,49,49,2001-10-16
2022-9,Anl Serv Rh Iii,Casado,1,0,49.0,49,49,2001-10-16
2022-10,Anl Serv Suprimentos I,Solteiro,1,1,31.0,41,25,2010-04-05
2022-10,Anl Serv Suprimentos I,Uniao estavel,0,0,39.0,39,39,2008-08-18
2022-10,Anl Serv Suprimentos I,Divorciado,0,1,55.0,55,55,2008-03-03
2022-10,Anl Serv Suprimentos I,Casado,0,0,35.0,35,35,2019-06-18
2022-11,Anl Serv Suprimentos I,Casado,0,0,35.0,35,35,2019-06-18
2022-11,Anl Serv Suprimentos I,Uniao estavel,0,0,39.0,39,39,2008-08-18
2022-11,Anl Serv Suprimentos I,Divorciado,0,1,55.0,55,55,2008-03-03
2022-11,Anl Serv Suprimentos I,Solteiro,1,1,32.0,41,25,2010-04-05
2022-12,Anl Serv Suprimentos I,Casado,0,1,39.0,44,35,2019-06-18
2022-12,Anl Serv Suprimentos I,Divorciado,0,1,55.0,55,55,2008-03-03
2022-12,Anl Serv Suprimentos I,Uniao estavel,0,0,39.0,39,39,2008-08-18
2022-12,Anl Serv Suprimentos I,Solteiro,1,1,32.0,41,25,2010-04-05
2022-8,Anl Serv Suprimentos I,Uniao estavel,0,0,39.0,39,39,2008-08-18
2022-8,Anl Serv Suprimentos I,Casado,0,0,35.0,35,35,2019-06-18
2022-8,Anl Serv Suprimentos I,Solteiro,1,1,32.0,41,25,2010-04-05
2022-8,Anl Serv Suprimentos I,Divorciado,0,1,55.0,55,55,2008-03-03
2022-9,Anl Serv Suprimentos I,Uniao estavel,0,0,39.0,39,39,2008-08-18
2022-9,Anl Serv Suprimentos I,Casado,0,0,35.0,35,35,2019-06-18
2022-9,Anl Serv Suprimentos I,Divorciado,0,1,55.0,55,55,2008-03-03
2022-9,Anl Serv Suprimentos I,Solteiro,1,1,32.0,41,25,2010-04-05
2022-10,Anl Serv Suprimentos Ii,Solteiro,1,1,36.0,42,31,2015-04-01
2022-10,Anl Serv Suprimentos Ii,Divorciado,1,0,42.0,42,42,2017-03-03
2022-10,Anl Serv Suprimentos Ii,Casado,1,1,38.0,44,30,2015-08-17
2022-11,Anl Serv Suprimentos Ii,Solteiro,1,1,36.0,42,31,2015-05-18
2022-11,Anl Serv Suprimentos Ii,Casado,1,1,38.0,44,30,2015-04-01
2022-11,Anl Serv Suprimentos Ii,Divorciado,1,0,42.0,42,42,2017-03-03
2022-12,Anl Serv Suprimentos Ii,Solteiro,1,1,36.0,42,31,2015-05-18
2022-12,Anl Serv Suprimentos Ii,Divorciado,1,0,42.0,42,42,2017-03-03
2022-12,Anl Serv Suprimentos Ii,Casado,1,1,38.0,44,30,2015-04-01
2022-8,Anl Serv Suprimentos Ii,Divorciado,1,0,42.0,42,42,2017-03-03
2022-8,Anl Serv Suprimentos Ii,Casado,1,1,38.0,44,30,2015-08-17
2022-8,Anl Serv Suprimentos Ii,Solteiro,1,1,37.0,44,31,2011-09-05
2022-9,Anl Serv Suprimentos Ii,Solteiro,1,1,36.0,42,31,2015-04-01
2022-9,Anl Serv Suprimentos Ii,Casado,1,1,38.0,44,30,2015-08-17
2022-9,Anl Serv Suprimentos Ii,Divorciado,1,0,42.0,42,42,2017-03-03
2022-10,Anl Serv Suprimentos Iii,Solteiro,1,1,39.0,44,35,2011-09-05
2022-11,Anl Serv Suprimentos Iii,Solteiro,1,1,39.0,44,35,2011-09-05
2022-12,Anl Serv Suprimentos Iii,Solteiro,1,1,39.0,44,35,2011-09-05
2022-9,Anl Serv Suprimentos Iii,Solteiro,1,1,39.0,44,35,2011-09-05
2021-1,Anl Sistema Iii,Divorciado,1,0,39.0,39,39,2020-11-03
2021-10,Anl Sistema Iii,Divorciado,1,0,39.0,39,39,2020-11-03
2021-11,Anl Sistema Iii,Divorciado,1,0,39.0,39,39,2020-11-03
2021-12,Anl Sistema Iii,Divorciado,1,0,39.0,39,39,2020-11-03
2021-2,Anl Sistema Iii,Divorciado,1,0,39.0,39,39,2020-11-03
2021-3,Anl Sistema Iii,Divorciado,1,0,39.0,39,39,2020-11-03
2021-4,Anl Sistema Iii,Divorciado,1,0,39.0,39,39,2020-11-03
2021-5,Anl Sistema Iii,Divorciado,1,0,39.0,39,39,2020-11-03
2021-6,Anl Sistema Iii,Divorciado,1,0,39.0,39,39,2020-11-03
2021-7,Anl Sistema Iii,Divorciado,1,0,39.0,39,39,2020-11-03
2021-8,Anl Sistema Iii,Divorciado,1,0,39.0,39,39,2020-11-03
2021-9,Anl Sistema Iii,Divorciado,1,0,39.0,39,39,2020-11-03
2022-1,Anl Sistema Iii,Divorciado,1,0,39.0,39,39,2020-11-03
2022-2,Anl Sistema Iii,Divorciado,1,0,39.0,39,39,2020-11-03
2021-1,Anl Sistemas I,Solteiro,1,0,33.0,33,33,2020-04-02
2021-10,Anl Sistemas I,Solteiro,1,0,33.0,33,33,2020-04-02
2021-11,Anl Sistemas I,Solteiro,1,0,33.0,33,33,2020-04-02
2021-12,Anl Sistemas I,Solteiro,1,0,33.0,33,33,2020-04-02
2021-2,Anl Sistemas I,Solteiro,1,0,33.0,33,33,2020-04-02
2021-3,Anl Sistemas I,Solteiro,1,0,33.0,33,33,2020-04-02
2021-4,Anl Sistemas I,Solteiro,1,0,33.0,33,33,2020-04-02
2021-5,Anl Sistemas I,Solteiro,1,0,33.0,33,33,2020-04-02
2021-6,Anl Sistemas I,Solteiro,1,0,33.0,33,33,2020-04-02
2021-7,Anl Sistemas I,Solteiro,1,0,33.0,33,33,2020-04-02
2021-8,Anl Sistemas I,Solteiro,1,0,33.0,33,33,2020-04-02
2021-9,Anl Sistemas I,Solteiro,1,0,33.0,33,33,2020-04-02
2022-1,Anl Sistemas I,Solteiro,1,0,33.0,33,33,2020-04-02
2022-2,Anl Sistemas I,Solteiro,1,0,33.0,33,33,2020-04-02
2022-3,Anl Sistemas I,Solteiro,1,0,33.0,33,33,2020-04-02
2022-4,Anl Sistemas I,Solteiro,1,0,33.0,33,33,2020-04-02
2022-5,Anl Sistemas I,Solteiro,1,0,33.0,33,33,2020-04-02
2021-1,Anl Sistemas Ii,Solteiro,0,1,43.0,43,43,2020-04-02
2021-2,Anl Sistemas Ii,Solteiro,0,1,43.0,43,43,2020-04-02
2021-1,Anl Suporte Gestao I,Casado,1,0,36.0,41,34,2014-11-17
2021-1,Anl Suporte Gestao I,Solteiro,1,1,31.0,36,28,2014-11-12
2021-10,Anl Suporte Gestao I,Casado,1,0,38.0,41,34,2014-11-17
2021-10,Anl Suporte Gestao I,Solteiro,1,1,31.0,36,28,2014-11-12
2021-11,Anl Suporte Gestao I,Solteiro,1,1,31.0,36,28,2014-11-12
2021-11,Anl Suporte Gestao I,Casado,1,0,38.0,41,34,2014-11-17
2021-12,Anl Suporte Gestao I,Solteiro,1,1,32.0,36,28,2014-11-12
2021-12,Anl Suporte Gestao I,Casado,1,0,41.0,41,41,2014-11-17
2021-2,Anl Suporte Gestao I,Casado,1,0,36.0,41,34,2014-11-17
2021-2,Anl Suporte Gestao I,Solteiro,1,1,31.0,36,28,2014-11-12
2021-3,Anl Suporte Gestao I,Solteiro,1,1,31.0,36,28,2014-08-04
2021-3,Anl Suporte Gestao I,Casado,1,0,36.0,41,34,2014-11-17
2021-4,Anl Suporte Gestao I,Solteiro,1,1,31.0,36,28,2014-08-04
2021-4,Anl Suporte Gestao I,Casado,1,0,38.0,41,34,2014-11-17
2021-5,Anl Suporte Gestao I,Casado,1,0,41.0,41,41,2014-11-17
2021-5,Anl Suporte Gestao I,Solteiro,1,1,31.0,36,28,2014-11-12
2021-6,Anl Suporte Gestao I,Solteiro,1,1,31.0,36,28,2014-11-12
2021-6,Anl Suporte Gestao I,Casado,1,0,38.0,41,34,2014-11-17
2021-7,Anl Suporte Gestao I,Solteiro,1,1,31.0,36,28,2014-11-12
2021-7,Anl Suporte Gestao I,Casado,1,0,38.0,41,34,2014-11-17
2021-8,Anl Suporte Gestao I,Casado,1,0,41.0,41,41,2014-11-17
2021-8,Anl Suporte Gestao I,Solteiro,1,1,31.0,36,28,2014-08-04
2021-9,Anl Suporte Gestao I,Solteiro,1,1,31.0,36,28,2014-11-12
2021-9,Anl Suporte Gestao I,Casado,1,0,41.0,41,41,2014-11-17
2022-1,Anl Suporte Gestao I,Solteiro,1,1,31.0,35,28,2015-06-18
2022-10,Anl Suporte Gestao I,Solteiro,0,1,28.0,28,28,2017-08-01
2022-11,Anl Suporte Gestao I,Solteiro,0,1,28.0,28,28,2017-08-01
2022-12,Anl Suporte Gestao I,Solteiro,0,1,28.0,28,28,2017-08-01
2022-2,Anl Suporte Gestao I,Solteiro,1,1,32.0,36,28,2012-01-20
2022-2,Anl Suporte Gestao I,Casado,1,0,41.0,41,41,2014-11-17
2022-3,Anl Suporte Gestao I,Solteiro,1,1,31.0,35,28,2015-06-18
2022-4,Anl Suporte Gestao I,Solteiro,1,1,31.0,35,28,2015-06-18
2022-5,Anl Suporte Gestao I,Solteiro,1,1,31.0,35,28,2015-06-18
2022-6,Anl Suporte Gestao I,Solteiro,0,1,28.0,28,28,2017-08-01
2022-7,Anl Suporte Gestao I,Solteiro,0,1,28.0,28,28,2017-08-01
2022-8,Anl Suporte Gestao I,Solteiro,0,1,28.0,28,28,2017-08-01
2022-9,Anl Suporte Gestao I,Solteiro,0,1,28.0,28,28,2017-08-01
2021-1,Anl Suporte Gestao Ii,Casado,0,1,34.0,37,33,2012-10-01
2021-1,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2021-10,Anl Suporte Gestao Ii,Casado,0,1,34.0,37,33,2012-10-01
2021-10,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2021-10,Anl Suporte Gestao Ii,Solteiro,1,1,33.0,36,27,2014-10-06
2021-11,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2021-11,Anl Suporte Gestao Ii,Solteiro,1,1,33.0,36,27,2014-10-06
2021-11,Anl Suporte Gestao Ii,Casado,0,1,34.0,37,33,2012-10-01
2021-12,Anl Suporte Gestao Ii,Casado,0,1,33.0,33,33,2013-03-11
2021-12,Anl Suporte Gestao Ii,Solteiro,1,1,33.0,36,27,2014-10-06
2021-12,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2021-2,Anl Suporte Gestao Ii,Casado,0,1,34.0,37,33,2012-10-01
2021-2,Anl Suporte Gestao Ii,Solteiro,1,0,32.0,32,32,2015-03-17
2021-2,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2021-3,Anl Suporte Gestao Ii,Uniao estavel,0,1,33.0,33,33,2013-03-11
2021-3,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2021-3,Anl Suporte Gestao Ii,Solteiro,0,1,36.0,36,36,2014-10-06
2021-4,Anl Suporte Gestao Ii,Uniao estavel,0,1,33.0,33,33,2013-03-11
2021-4,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2021-4,Anl Suporte Gestao Ii,Solteiro,0,1,36.0,36,36,2014-10-06
2021-5,Anl Suporte Gestao Ii,Casado,0,1,34.0,37,33,2012-10-01
2021-5,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2021-5,Anl Suporte Gestao Ii,Solteiro,1,1,34.0,36,27,2014-10-06
2021-6,Anl Suporte Gestao Ii,Casado,0,1,34.0,37,33,2012-10-01
2021-6,Anl Suporte Gestao Ii,Solteiro,1,1,34.0,36,27,2014-10-06
2021-6,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2021-7,Anl Suporte Gestao Ii,Casado,0,1,34.0,37,33,2012-10-01
2021-7,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2021-7,Anl Suporte Gestao Ii,Solteiro,1,1,33.0,36,27,2014-10-06
2021-8,Anl Suporte Gestao Ii,Uniao estavel,0,1,33.0,33,33,2013-03-11
2021-8,Anl Suporte Gestao Ii,Solteiro,1,1,33.0,36,27,2014-10-06
2021-8,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2021-9,Anl Suporte Gestao Ii,Solteiro,1,1,33.0,36,27,2014-10-06
2021-9,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2021-9,Anl Suporte Gestao Ii,Casado,0,1,37.0,37,37,2012-10-01
2021-9,Anl Suporte Gestao Ii,Uniao estavel,0,1,33.0,33,33,2013-03-11
2022-1,Anl Suporte Gestao Ii,Solteiro,0,1,34.0,36,32,2014-10-06
2022-1,Anl Suporte Gestao Ii,Uniao estavel,0,1,33.0,33,33,2013-03-11
2022-1,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2022-10,Anl Suporte Gestao Ii,Solteiro,0,1,36.0,36,36,2008-12-08
2022-10,Anl Suporte Gestao Ii,Uniao estavel,0,1,33.0,33,33,2013-03-11
2022-10,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2022-11,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2022-11,Anl Suporte Gestao Ii,Solteiro,0,1,36.0,36,36,2008-12-08
2022-11,Anl Suporte Gestao Ii,Uniao estavel,0,1,33.0,33,33,2013-03-11
2022-12,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2022-12,Anl Suporte Gestao Ii,Solteiro,0,1,36.0,36,36,2008-12-08
2022-2,Anl Suporte Gestao Ii,Casado,0,1,33.0,33,33,2013-03-11
2022-2,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2022-2,Anl Suporte Gestao Ii,Solteiro,0,1,34.0,36,32,2014-10-06
2022-3,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2022-3,Anl Suporte Gestao Ii,Uniao estavel,0,1,33.0,33,33,2013-03-11
2022-3,Anl Suporte Gestao Ii,Solteiro,0,1,32.0,32,32,2016-11-01
2022-4,Anl Suporte Gestao Ii,Uniao estavel,0,1,33.0,33,33,2013-03-11
2022-4,Anl Suporte Gestao Ii,Solteiro,0,1,32.0,32,32,2016-11-01
2022-4,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2022-5,Anl Suporte Gestao Ii,Uniao estavel,0,1,33.0,33,33,2013-03-11
2022-5,Anl Suporte Gestao Ii,Solteiro,0,1,32.0,32,32,2016-11-01
2022-5,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2022-6,Anl Suporte Gestao Ii,Uniao estavel,0,1,33.0,33,33,2013-03-11
2022-6,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2022-7,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2022-7,Anl Suporte Gestao Ii,Uniao estavel,0,1,33.0,33,33,2013-03-11
2022-8,Anl Suporte Gestao Ii,Uniao estavel,0,1,33.0,33,33,2013-03-11
2022-8,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2022-9,Anl Suporte Gestao Ii,casado,0,1,41.0,41,41,2010-05-12
2022-9,Anl Suporte Gestao Ii,Uniao estavel,0,1,33.0,33,33,2013-03-11
2021-1,Anl Suporte Gestao Iii,Casado,1,1,44.0,51,36,1998-12-17
2021-1,Anl Suporte Gestao Iii,Solteiro,0,1,58.0,58,58,1987-07-02
2021-10,Anl Suporte Gestao Iii,Casado,1,1,44.0,51,36,1998-12-17
2021-10,Anl Suporte Gestao Iii,Solteiro,1,1,42.0,58,35,1987-07-02
2021-11,Anl Suporte Gestao Iii,Casado,1,1,44.0,51,36,1998-12-17
2021-11,Anl Suporte Gestao Iii,Solteiro,1,1,42.0,58,35,1987-07-02
2021-12,Anl Suporte Gestao Iii,Casado,1,1,44.0,51,36,1998-12-17
2021-12,Anl Suporte Gestao Iii,Solteiro,0,1,58.0,58,58,1987-07-02
2021-2,Anl Suporte Gestao Iii,Solteiro,1,1,54.0,58,47,1987-07-02
2021-2,Anl Suporte Gestao Iii,Casado,0,1,43.0,51,36,1998-12-17
2021-3,Anl Suporte Gestao Iii,Casado,1,1,44.0,51,36,1998-12-17
2021-3,Anl Suporte Gestao Iii,Solteiro,0,1,58.0,58,58,1987-07-02
2021-4,Anl Suporte Gestao Iii,Casado,1,1,44.0,51,36,1998-12-17
2021-4,Anl Suporte Gestao Iii,Divorciado,1,0,47.0,47,47,2021-04-01
2021-4,Anl Suporte Gestao Iii,Solteiro,1,1,48.0,58,32,1987-07-02
2021-5,Anl Suporte Gestao Iii,Casado,0,1,43.0,51,36,1998-12-17
2021-5,Anl Suporte Gestao Iii,Divorciado,1,0,47.0,47,47,2021-04-01
2021-5,Anl Suporte Gestao Iii,Solteiro,1,1,43.0,58,35,1987-07-02
2021-6,Anl Suporte Gestao Iii,Casado,1,1,44.0,51,36,1998-12-17
2021-6,Anl Suporte Gestao Iii,Divorciado,1,0,47.0,47,47,2021-04-01
2021-6,Anl Suporte Gestao Iii,Solteiro,1,1,42.0,58,35,1987-07-02
2021-7,Anl Suporte Gestao Iii,Casado,1,1,44.0,51,36,1998-12-17
2021-7,Anl Suporte Gestao Iii,Divorciado,1,0,47.0,47,47,2021-04-01
2021-7,Anl Suporte Gestao Iii,Solteiro,1,1,42.0,58,35,1987-07-02
2021-8,Anl Suporte Gestao Iii,Divorciado,1,0,47.0,47,47,2021-04-01
2021-8,Anl Suporte Gestao Iii,Solteiro,1,1,43.0,58,35,1987-07-02
2021-8,Anl Suporte Gestao Iii,Casado,0,1,43.0,51,36,1998-12-17
2021-9,Anl Suporte Gestao Iii,Casado,1,1,44.0,51,36,1998-12-17
2021-9,Anl Suporte Gestao Iii,Divorciado,1,0,47.0,47,47,2021-04-01
2021-9,Anl Suporte Gestao Iii,Solteiro,1,1,42.0,58,35,1987-07-02
2022-1,Anl Suporte Gestao Iii,Solteiro,1,1,54.0,58,47,1987-07-02
2022-1,Anl Suporte Gestao Iii,Casado,0,1,43.0,51,36,1998-12-17
2022-10,Anl Suporte Gestao Iii,Solteiro,1,1,50.0,58,38,1987-07-02
2022-10,Anl Suporte Gestao Iii,Casado,0,1,40.0,43,36,2005-04-04
2022-11,Anl Suporte Gestao Iii,Casado,0,1,40.0,43,36,2005-04-04
2022-11,Anl Suporte Gestao Iii,Solteiro,1,1,50.0,58,38,1987-07-02
2022-12,Anl Suporte Gestao Iii,Uniao estavel,0,1,33.0,33,33,2013-03-11
2022-12,Anl Suporte Gestao Iii,Solteiro,1,1,50.0,58,38,1987-07-02
2022-12,Anl Suporte Gestao Iii,Casado,0,1,40.0,43,36,2005-04-04
2022-2,Anl Suporte Gestao Iii,Solteiro,1,1,50.0,58,38,1987-07-02
2022-2,Anl Suporte Gestao Iii,Casado,1,1,44.0,51,36,1998-12-17
2022-3,Anl Suporte Gestao Iii,Casado,0,1,43.0,51,36,1998-12-17
2022-3,Anl Suporte Gestao Iii,Solteiro,1,1,50.0,58,38,1987-07-02
2022-4,Anl Suporte Gestao Iii,Solteiro,1,1,50.0,58,38,1987-07-02
2022-4,Anl Suporte Gestao Iii,Casado,0,1,43.0,51,36,1998-12-17
2022-5,Anl Suporte Gestao Iii,Solteiro,1,1,50.0,58,38,1987-07-02
2022-5,Anl Suporte Gestao Iii,Casado,0,1,43.0,51,36,1998-12-17
2022-6,Anl Suporte Gestao Iii,Solteiro,1,1,50.0,58,38,1987-07-02
2022-6,Anl Suporte Gestao Iii,Casado,0,1,43.0,51,36,1998-12-17
2022-7,Anl Suporte Gestao Iii,Solteiro,1,1,50.0,58,38,1987-07-02
2022-7,Anl Suporte Gestao Iii,Casado,0,1,43.0,51,36,1998-12-17
2022-8,Anl Suporte Gestao Iii,Casado,0,1,43.0,51,36,1998-12-17
2022-8,Anl Suporte Gestao Iii,Solteiro,1,1,50.0,58,38,1987-07-02
2022-9,Anl Suporte Gestao Iii,Casado,0,1,43.0,51,36,1998-12-17
2022-9,Anl Suporte Gestao Iii,Solteiro,1,1,50.0,58,38,1987-07-02
2022-10,Anl Suporte I,Solteiro,0,1,32.0,32,32,2021-03-09
2022-11,Anl Suporte I,Solteiro,0,1,32.0,32,32,2021-03-09
2022-12,Anl Suporte I,Solteiro,0,1,32.0,32,32,2021-03-09
2022-5,Anl Suporte I,Solteiro,0,1,32.0,32,32,2021-03-09
2022-6,Anl Suporte I,Solteiro,0,1,32.0,32,32,2021-03-09
2022-7,Anl Suporte I,Solteiro,0,1,32.0,32,32,2021-03-09
2022-8,Anl Suporte I,Solteiro,0,1,32.0,32,32,2021-03-09
2022-9,Anl Suporte I,Solteiro,0,1,32.0,32,32,2021-03-09
2021-1,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2021-10,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2021-11,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2021-12,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2021-2,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2021-3,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2021-4,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2021-5,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2021-6,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2021-7,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2021-8,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2021-9,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2022-1,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2022-12,Anl Suporte Ii,Casado,1,0,31.0,31,31,2021-12-01
2022-2,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2022-3,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2022-4,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2022-5,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2022-6,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2022-7,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2022-8,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2022-9,Anl Suporte Ii,Casado,1,0,54.0,54,54,2019-03-08
2021-1,Anl Suporte Sistemas I,Solteiro,1,0,34.0,34,34,2018-02-01
2021-1,Anl Suporte Sistemas I,Casado,0,0,31.0,31,31,2019-01-10
2021-10,Anl Suporte Sistemas I,Solteiro,1,0,25.0,25,25,2021-03-11
2021-11,Anl Suporte Sistemas I,Solteiro,1,0,25.0,25,25,2021-03-11
2021-12,Anl Suporte Sistemas I,Solteiro,1,0,25.0,25,25,2021-03-11
2021-2,Anl Suporte Sistemas I,Solteiro,1,0,34.0,34,34,2018-02-01
2021-3,Anl Suporte Sistemas I,Solteiro,1,0,30.0,34,25,2018-02-01
2021-4,Anl Suporte Sistemas I,Solteiro,1,0,30.0,34,25,2018-02-01
2021-5,Anl Suporte Sistemas I,Solteiro,1,0,30.0,34,25,2018-02-01
2021-6,Anl Suporte Sistemas I,Solteiro,1,0,30.0,34,25,2018-02-01
2021-7,Anl Suporte Sistemas I,Solteiro,1,0,30.0,34,25,2018-02-01
2021-8,Anl Suporte Sistemas I,Solteiro,1,0,30.0,34,25,2018-02-01
2021-9,Anl Suporte Sistemas I,Solteiro,1,0,25.0,25,25,2021-03-11
2022-1,Anl Suporte Sistemas I,Solteiro,1,0,25.0,25,25,2021-03-11
2022-10,Anl Suporte Sistemas I,Solteiro,1,0,25.0,25,25,2021-03-11
2022-11,Anl Suporte Sistemas I,Solteiro,1,0,25.0,25,25,2021-03-11
2022-12,Anl Suporte Sistemas I,Solteiro,1,0,25.0,25,25,2021-03-11
2022-3,Anl Suporte Sistemas I,Solteiro,1,0,25.0,25,25,2021-03-11
2022-4,Anl Suporte Sistemas I,Solteiro,1,0,25.0,25,25,2021-03-11
2022-5,Anl Suporte Sistemas I,Solteiro,1,0,25.0,25,25,2021-03-11
2022-6,Anl Suporte Sistemas I,Solteiro,1,0,25.0,25,25,2021-03-11
2022-7,Anl Suporte Sistemas I,Solteiro,1,0,25.0,25,25,2021-03-11
2022-8,Anl Suporte Sistemas I,Solteiro,1,0,25.0,25,25,2021-03-11
2022-9,Anl Suporte Sistemas I,Solteiro,1,0,25.0,25,25,2021-03-11
2021-10,Anl Suporte Sistemas Ii,Casado,1,0,40.0,51,33,2021-04-06
2021-10,Anl Suporte Sistemas Ii,Separado,1,0,45.0,45,45,2021-02-18
2021-10,Anl Suporte Sistemas Ii,Solteiro,1,0,30.0,30,30,2021-04-20
2021-11,Anl Suporte Sistemas Ii,Separado,1,0,45.0,45,45,2021-02-18
2021-11,Anl Suporte Sistemas Ii,Casado,1,0,40.0,51,33,2021-04-06
2021-11,Anl Suporte Sistemas Ii,Solteiro,1,0,30.0,30,30,2021-04-20
2021-12,Anl Suporte Sistemas Ii,Casado,1,0,40.0,51,33,2021-04-06
2021-12,Anl Suporte Sistemas Ii,Separado,1,0,45.0,45,45,2021-02-18
2021-12,Anl Suporte Sistemas Ii,Solteiro,1,0,30.0,30,30,2021-04-20
2021-2,Anl Suporte Sistemas Ii,Separado,1,0,45.0,45,45,2021-02-18
2021-3,Anl Suporte Sistemas Ii,Separado,1,0,45.0,45,45,2021-02-18
2021-4,Anl Suporte Sistemas Ii,Casado,1,0,40.0,51,33,2021-04-06
2021-4,Anl Suporte Sistemas Ii,Solteiro,1,0,30.0,30,30,2021-04-20
2021-4,Anl Suporte Sistemas Ii,Separado,1,0,45.0,45,45,2021-02-18
2021-5,Anl Suporte Sistemas Ii,Casado,1,0,40.0,51,33,2021-04-06
2021-5,Anl Suporte Sistemas Ii,Solteiro,1,0,30.0,30,30,2021-04-20
